timestamp,x,y,z,label
2022-07-06 07:41:58.640,4.0,250.0,36.0,1.0
2022-07-06 07:41:58.680,1.0,248.0,37.0,1.0
2022-07-06 07:41:58.720,-4.0,246.0,43.0,1.0
2022-07-06 07:41:58.760,-2.0,246.0,45.0,1.0
2022-07-06 07:41:58.800,2.0,245.0,42.0,1.0
2022-07-06 07:41:58.840,3.0,246.0,41.0,1.0
2022-07-06 07:41:58.880,3.0,236.0,56.0,1.0
2022-07-06 07:41:58.920,-10.0,241.0,73.0,1.0
2022-07-06 07:41:58.960,-5.0,233.0,55.0,1.0
2022-07-06 07:41:59.000,0.0,241.0,28.0,1.0
2022-07-06 07:41:59.040,6.0,248.0,13.0,1.0
2022-07-06 07:41:59.080,3.0,255.0,17.0,1.0
2022-07-06 07:41:59.120,-1.0,257.0,30.0,1.0
2022-07-06 07:41:59.160,-1.0,255.0,43.0,1.0
2022-07-06 07:41:59.200,0.0,249.0,46.0,1.0
2022-07-06 07:41:59.240,-3.0,247.0,38.0,1.0
2022-07-06 07:41:59.280,-11.0,245.0,37.0,1.0
2022-07-06 07:41:59.320,-14.0,243.0,33.0,1.0
2022-07-06 07:41:59.360,-1.0,243.0,33.0,1.0
2022-07-06 07:41:59.400,5.0,247.0,41.0,1.0
2022-07-06 07:41:59.440,8.0,248.0,41.0,1.0
2022-07-06 07:41:59.480,2.0,240.0,42.0,1.0
2022-07-06 07:41:59.520,-3.0,239.0,40.0,1.0
2022-07-06 07:41:59.560,-5.0,242.0,36.0,1.0
2022-07-06 07:41:59.600,-8.0,242.0,49.0,1.0
2022-07-06 07:41:59.640,-8.0,245.0,56.0,1.0
2022-07-06 07:41:59.680,-4.0,245.0,58.0,1.0
2022-07-06 07:41:59.720,-1.0,245.0,46.0,1.0
2022-07-06 07:41:59.760,1.0,248.0,33.0,1.0
2022-07-06 07:41:59.800,1.0,249.0,31.0,1.0
2022-07-06 07:41:59.840,6.0,258.0,35.0,1.0
2022-07-06 07:41:59.880,3.0,253.0,37.0,1.0
2022-07-06 07:41:59.920,2.0,252.0,29.0,1.0
2022-07-06 07:41:59.960,-2.0,244.0,34.0,1.0
2022-07-06 07:42:00.000,-4.0,237.0,43.0,1.0
2022-07-06 07:42:00.040,-3.0,239.0,47.0,1.0
2022-07-06 07:42:00.080,1.0,246.0,43.0,1.0
2022-07-06 07:42:00.120,2.0,249.0,37.0,1.0
2022-07-06 07:42:00.160,-2.0,250.0,35.0,1.0
2022-07-06 07:42:00.200,-1.0,250.0,39.0,1.0
2022-07-06 07:42:00.240,-3.0,250.0,44.0,1.0
2022-07-06 07:42:00.280,0.0,245.0,40.0,1.0
2022-07-06 07:42:00.320,17.0,239.0,16.0,1.0
2022-07-06 07:42:00.360,-14.0,212.0,69.0,1.0
2022-07-06 07:42:00.400,-49.0,216.0,121.0,1.0
2022-07-06 07:42:00.440,-23.0,228.0,164.0,1.0
2022-07-06 07:42:00.480,-17.0,205.0,194.0,1.0
2022-07-06 07:42:00.520,-1.0,200.0,194.0,1.0
2022-07-06 07:42:00.560,14.0,203.0,184.0,1.0
2022-07-06 07:42:00.600,22.0,218.0,161.0,1.0
2022-07-06 07:42:00.640,6.0,249.0,104.0,1.0
2022-07-06 07:42:00.680,-12.0,261.0,43.0,1.0
2022-07-06 07:42:00.720,-22.0,243.0,-2.0,1.0
2022-07-06 07:42:00.760,-13.0,214.0,-3.0,1.0
2022-07-06 07:42:00.800,3.0,210.0,28.0,1.0
2022-07-06 07:42:00.840,64.0,253.0,352.0,1.0
2022-07-06 07:42:00.880,21.0,242.0,-4.0,1.0
2022-07-06 07:42:00.920,8.0,263.0,-2.0,1.0
2022-07-06 07:42:00.960,19.0,277.0,-17.0,1.0
2022-07-06 07:42:01.000,7.0,258.0,-8.0,1.0
2022-07-06 07:42:01.040,5.0,255.0,26.0,1.0
2022-07-06 07:42:01.080,-4.0,242.0,43.0,1.0
2022-07-06 07:42:01.120,-17.0,244.0,25.0,1.0
2022-07-06 07:42:01.160,-9.0,247.0,16.0,1.0
2022-07-06 07:42:01.200,-2.0,246.0,25.0,1.0
2022-07-06 07:42:01.240,190.0,394.0,152.0,1.0
2022-07-06 07:42:01.280,-56.0,200.0,27.0,1.0
2022-07-06 07:42:01.320,-88.0,203.0,23.0,1.0
2022-07-06 07:42:01.360,-45.0,247.0,12.0,1.0
2022-07-06 07:42:01.400,7.0,256.0,-1.0,1.0
2022-07-06 07:42:01.440,27.0,251.0,21.0,1.0
2022-07-06 07:42:01.480,8.0,257.0,17.0,1.0
2022-07-06 07:42:01.520,47.0,279.0,28.0,1.0
2022-07-06 07:42:01.560,33.0,246.0,41.0,1.0
2022-07-06 07:42:01.600,8.0,231.0,33.0,1.0
2022-07-06 07:42:01.640,-31.0,215.0,28.0,1.0
2022-07-06 07:42:01.680,-34.0,231.0,10.0,1.0
2022-07-06 07:42:01.720,-9.0,243.0,13.0,1.0
2022-07-06 07:42:01.760,7.0,247.0,24.0,1.0
2022-07-06 07:42:01.800,13.0,262.0,9.0,1.0
2022-07-06 07:42:01.840,4.0,227.0,58.0,1.0
2022-07-06 07:42:01.880,18.0,274.0,34.0,1.0
2022-07-06 07:42:01.920,-8.0,241.0,82.0,1.0
2022-07-06 07:42:01.960,-14.0,262.0,62.0,1.0
2022-07-06 07:42:02.000,-1.0,263.0,30.0,1.0
2022-07-06 07:42:02.040,1.0,237.0,5.0,1.0
2022-07-06 07:42:02.080,13.0,208.0,14.0,1.0
2022-07-06 07:42:02.120,10.0,232.0,19.0,1.0
2022-07-06 07:42:02.160,-35.0,260.0,29.0,1.0
2022-07-06 07:42:02.200,-57.0,268.0,35.0,1.0
2022-07-06 07:42:02.240,-46.0,265.0,46.0,1.0
2022-07-06 07:42:02.280,-29.0,245.0,49.0,1.0
2022-07-06 07:42:02.320,3.0,236.0,40.0,1.0
2022-07-06 07:42:02.360,36.0,234.0,34.0,1.0
2022-07-06 07:42:02.400,33.0,235.0,31.0,1.0
2022-07-06 07:42:02.440,-1.0,243.0,36.0,1.0
2022-07-06 07:42:02.480,-32.0,250.0,46.0,1.0
2022-07-06 07:42:02.520,-35.0,252.0,46.0,1.0
2022-07-06 07:42:02.560,-13.0,246.0,35.0,1.0
2022-07-06 07:42:02.600,6.0,242.0,29.0,1.0
2022-07-06 07:42:02.640,10.0,244.0,28.0,1.0
2022-07-06 07:42:02.680,2.0,244.0,34.0,1.0
2022-07-06 07:42:02.720,-7.0,246.0,41.0,1.0
2022-07-06 07:42:02.760,-10.0,249.0,47.0,1.0
2022-07-06 07:42:02.800,-9.0,250.0,41.0,1.0
2022-07-06 07:42:02.840,-4.0,251.0,37.0,1.0
2022-07-06 07:42:02.880,-2.0,249.0,34.0,1.0
2022-07-06 07:42:02.920,-2.0,246.0,33.0,1.0
2022-07-06 07:42:02.960,-1.0,244.0,36.0,1.0
2022-07-06 07:42:03.000,-3.0,246.0,37.0,1.0
2022-07-06 07:42:03.040,-6.0,249.0,40.0,1.0
2022-07-06 07:42:03.080,-8.0,248.0,36.0,1.0
2022-07-06 07:42:03.120,-2.0,247.0,35.0,1.0
2022-07-06 07:42:03.160,0.0,245.0,34.0,1.0
2022-07-06 07:42:03.200,-1.0,245.0,33.0,1.0
2022-07-06 07:42:03.240,-5.0,246.0,36.0,1.0
2022-07-06 07:42:03.280,-6.0,246.0,39.0,1.0
2022-07-06 07:42:03.320,-4.0,245.0,36.0,1.0
2022-07-06 07:42:03.360,0.0,243.0,32.0,1.0
2022-07-06 07:42:03.400,-1.0,245.0,29.0,1.0
2022-07-06 07:42:03.440,-3.0,248.0,30.0,1.0
2022-07-06 07:42:03.480,-3.0,250.0,34.0,1.0
2022-07-06 07:42:03.520,-1.0,251.0,38.0,1.0
2022-07-06 07:42:03.560,2.0,254.0,35.0,1.0
2022-07-06 07:42:03.600,2.0,252.0,32.0,1.0
2022-07-06 07:42:03.640,-1.0,252.0,30.0,1.0
2022-07-06 07:42:03.680,-8.0,248.0,33.0,1.0
2022-07-06 07:42:03.720,-13.0,242.0,32.0,1.0
2022-07-06 07:42:03.760,-9.0,235.0,33.0,1.0
2022-07-06 07:42:03.800,-4.0,235.0,35.0,1.0
2022-07-06 07:42:03.840,2.0,237.0,32.0,1.0
2022-07-06 07:42:03.880,7.0,243.0,32.0,1.0
2022-07-06 07:42:03.920,6.0,251.0,33.0,1.0
2022-07-06 07:42:03.960,-1.0,257.0,32.0,1.0
2022-07-06 07:42:04.000,-7.0,259.0,32.0,1.0
2022-07-06 07:42:04.040,-7.0,257.0,29.0,1.0
2022-07-06 07:42:04.080,-5.0,251.0,28.0,1.0
2022-07-06 07:42:04.120,-3.0,247.0,28.0,1.0
2022-07-06 07:42:04.160,-4.0,244.0,33.0,1.0
2022-07-06 07:42:04.200,-8.0,242.0,35.0,1.0
2022-07-06 07:42:04.240,-5.0,238.0,36.0,1.0
2022-07-06 07:42:04.280,-2.0,235.0,33.0,1.0
2022-07-06 07:42:04.320,1.0,235.0,30.0,1.0
2022-07-06 07:42:04.360,5.0,242.0,29.0,1.0
2022-07-06 07:42:04.400,5.0,253.0,28.0,1.0
2022-07-06 07:42:04.440,1.0,260.0,30.0,1.0
2022-07-06 07:42:04.480,-7.0,262.0,34.0,1.0
2022-07-06 07:42:04.520,-12.0,256.0,34.0,1.0
2022-07-06 07:42:04.560,-11.0,248.0,31.0,1.0
2022-07-06 07:42:04.600,-3.0,239.0,29.0,1.0
2022-07-06 07:42:04.640,1.0,235.0,27.0,1.0
2022-07-06 07:42:04.680,3.0,238.0,30.0,1.0
2022-07-06 07:42:04.720,3.0,242.0,31.0,1.0
2022-07-06 07:42:04.760,0.0,247.0,36.0,1.0
2022-07-06 07:42:04.800,-5.0,249.0,39.0,1.0
2022-07-06 07:42:04.840,-8.0,249.0,38.0,1.0
2022-07-06 07:42:04.880,-4.0,248.0,33.0,1.0
2022-07-06 07:42:04.920,0.0,246.0,26.0,1.0
2022-07-06 07:42:04.960,1.0,246.0,22.0,1.0
2022-07-06 07:42:05.000,1.0,246.0,24.0,1.0
2022-07-06 07:42:05.040,0.0,247.0,30.0,1.0
2022-07-06 07:42:05.080,-3.0,249.0,40.0,1.0
2022-07-06 07:42:05.120,-7.0,249.0,46.0,1.0
2022-07-06 07:42:05.160,-7.0,248.0,41.0,1.0
2022-07-06 07:42:05.200,-3.0,249.0,30.0,1.0
2022-07-06 07:42:05.240,1.0,246.0,22.0,1.0
2022-07-06 07:42:05.280,1.0,242.0,23.0,1.0
2022-07-06 07:42:05.320,0.0,242.0,32.0,1.0
2022-07-06 07:42:05.360,-1.0,245.0,38.0,1.0
2022-07-06 07:42:05.400,-1.0,249.0,41.0,1.0
2022-07-06 07:42:05.440,-2.0,254.0,39.0,1.0
2022-07-06 07:42:05.480,-3.0,254.0,37.0,1.0
2022-07-06 07:42:05.520,-1.0,252.0,33.0,1.0
2022-07-06 07:42:05.560,-1.0,249.0,29.0,1.0
2022-07-06 07:42:05.600,-4.0,243.0,29.0,1.0
2022-07-06 07:42:05.640,-8.0,238.0,29.0,1.0
2022-07-06 07:42:05.680,-6.0,236.0,35.0,1.0
2022-07-06 07:42:05.720,-1.0,240.0,41.0,1.0
2022-07-06 07:42:05.760,4.0,248.0,43.0,1.0
2022-07-06 07:42:05.800,7.0,253.0,37.0,1.0
2022-07-06 07:42:05.840,2.0,254.0,30.0,1.0
2022-07-06 07:42:05.880,-5.0,253.0,26.0,1.0
2022-07-06 07:42:05.920,-10.0,253.0,27.0,1.0
2022-07-06 07:42:05.960,-10.0,252.0,33.0,1.0
2022-07-06 07:42:06.000,-5.0,246.0,41.0,1.0
2022-07-06 07:42:06.040,-3.0,239.0,42.0,1.0
2022-07-06 07:42:06.080,1.0,235.0,41.0,1.0
2022-07-06 07:42:06.120,2.0,236.0,35.0,1.0
2022-07-06 07:42:06.160,1.0,241.0,30.0,1.0
2022-07-06 07:42:06.200,1.0,247.0,31.0,1.0
2022-07-06 07:42:06.240,0.0,254.0,35.0,1.0
2022-07-06 07:42:06.280,1.0,259.0,35.0,1.0
2022-07-06 07:42:06.320,0.0,258.0,33.0,1.0
2022-07-06 07:42:06.360,-4.0,254.0,32.0,1.0
2022-07-06 07:42:06.400,-6.0,247.0,34.0,1.0
2022-07-06 07:42:06.440,-9.0,239.0,38.0,1.0
2022-07-06 07:42:06.480,-7.0,235.0,39.0,1.0
2022-07-06 07:42:06.520,-2.0,236.0,40.0,1.0
2022-07-06 07:42:06.560,0.0,237.0,37.0,1.0
2022-07-06 07:42:06.600,1.0,241.0,35.0,1.0
2022-07-06 07:42:06.640,5.0,248.0,34.0,1.0
2022-07-06 07:42:06.680,5.0,256.0,32.0,1.0
2022-07-06 07:42:06.720,3.0,261.0,29.0,1.0
2022-07-06 07:42:06.760,-5.0,262.0,30.0,1.0
2022-07-06 07:42:06.800,-12.0,253.0,32.0,1.0
2022-07-06 07:42:06.840,-14.0,241.0,40.0,1.0
2022-07-06 07:42:06.880,-11.0,233.0,44.0,1.0
2022-07-06 07:42:06.920,-1.0,232.0,45.0,1.0
2022-07-06 07:42:06.960,6.0,237.0,40.0,1.0
2022-07-06 07:42:07.000,9.0,247.0,33.0,1.0
2022-07-06 07:42:07.040,5.0,252.0,28.0,1.0
2022-07-06 07:42:07.080,-3.0,255.0,30.0,1.0
2022-07-06 07:42:07.120,-10.0,256.0,36.0,1.0
2022-07-06 07:42:07.160,-11.0,250.0,35.0,1.0
2022-07-06 07:42:07.200,-7.0,246.0,37.0,1.0
2022-07-06 07:42:07.240,-2.0,244.0,37.0,1.0
2022-07-06 07:42:07.280,1.0,243.0,36.0,1.0
2022-07-06 07:42:07.320,4.0,245.0,35.0,1.0
2022-07-06 07:42:07.360,3.0,248.0,36.0,1.0
2022-07-06 07:42:07.400,-1.0,248.0,35.0,1.0
2022-07-06 07:42:07.440,-5.0,248.0,36.0,1.0
2022-07-06 07:42:07.480,-8.0,247.0,36.0,1.0
2022-07-06 07:42:07.520,-4.0,247.0,33.0,1.0
2022-07-06 07:42:07.560,-2.0,246.0,32.0,1.0
2022-07-06 07:42:07.600,1.0,246.0,34.0,1.0
2022-07-06 07:42:07.640,0.0,247.0,36.0,1.0
2022-07-06 07:42:07.680,-2.0,246.0,36.0,1.0
2022-07-06 07:42:07.720,-4.0,247.0,38.0,1.0
2022-07-06 07:42:07.760,-1.0,247.0,35.0,1.0
2022-07-06 07:42:07.800,1.0,250.0,32.0,1.0
2022-07-06 07:42:07.840,1.0,252.0,33.0,1.0
2022-07-06 07:42:07.880,-1.0,250.0,34.0,1.0
2022-07-06 07:42:07.920,-4.0,248.0,36.0,1.0
2022-07-06 07:42:07.960,-5.0,243.0,38.0,1.0
2022-07-06 07:42:08.000,-3.0,242.0,38.0,1.0
2022-07-06 07:42:08.040,0.0,242.0,36.0,1.0
2022-07-06 07:42:08.080,0.0,245.0,33.0,1.0
2022-07-06 07:42:08.120,1.0,247.0,29.0,1.0
2022-07-06 07:42:08.160,0.0,247.0,31.0,1.0
2022-07-06 07:42:08.200,-1.0,251.0,33.0,1.0
2022-07-06 07:42:08.240,0.0,256.0,34.0,1.0
2022-07-06 07:42:08.280,0.0,257.0,36.0,1.0
2022-07-06 07:42:08.320,-1.0,254.0,37.0,1.0
2022-07-06 07:42:08.360,-5.0,247.0,35.0,1.0
2022-07-06 07:42:08.400,-9.0,239.0,32.0,1.0
2022-07-06 07:42:08.440,-7.0,233.0,32.0,1.0
2022-07-06 07:42:08.480,-4.0,232.0,34.0,1.0
2022-07-06 07:42:08.520,1.0,238.0,38.0,1.0
2022-07-06 07:42:08.560,6.0,247.0,40.0,1.0
2022-07-06 07:42:08.600,6.0,254.0,37.0,1.0
2022-07-06 07:42:08.640,0.0,257.0,34.0,1.0
2022-07-06 07:42:08.680,-7.0,257.0,28.0,1.0
2022-07-06 07:42:08.720,-9.0,254.0,28.0,1.0
2022-07-06 07:42:08.760,-6.0,251.0,30.0,1.0
2022-07-06 07:42:08.800,-2.0,244.0,34.0,1.0
2022-07-06 07:42:08.840,0.0,240.0,39.0,1.0
2022-07-06 07:42:08.880,0.0,239.0,42.0,1.0
2022-07-06 07:42:08.920,1.0,242.0,38.0,1.0
2022-07-06 07:42:08.960,0.0,245.0,37.0,1.0
2022-07-06 07:42:09.000,0.0,247.0,32.0,1.0
2022-07-06 07:42:09.040,-2.0,249.0,30.0,1.0
2022-07-06 07:42:09.080,-2.0,251.0,30.0,1.0
2022-07-06 07:42:09.120,-2.0,252.0,33.0,1.0
2022-07-06 07:42:09.160,-3.0,251.0,35.0,1.0
2022-07-06 07:42:09.200,0.0,246.0,33.0,1.0
2022-07-06 07:42:09.240,0.0,243.0,33.0,1.0
2022-07-06 07:42:09.280,0.0,241.0,34.0,1.0
2022-07-06 07:42:09.320,-2.0,242.0,36.0,1.0
2022-07-06 07:42:09.360,-1.0,244.0,39.0,1.0
2022-07-06 07:42:09.400,-2.0,249.0,38.0,1.0
2022-07-06 07:42:09.440,1.0,252.0,36.0,1.0
2022-07-06 07:42:09.480,1.0,254.0,31.0,1.0
2022-07-06 07:42:09.520,0.0,253.0,27.0,1.0
2022-07-06 07:42:09.560,-2.0,250.0,31.0,1.0
2022-07-06 07:42:09.600,-5.0,248.0,32.0,1.0
2022-07-06 07:42:09.640,2.0,253.0,43.0,1.0
2022-07-06 07:42:09.680,-3.0,241.0,38.0,1.0
2022-07-06 07:42:09.720,-1.0,240.0,40.0,1.0
2022-07-06 07:42:09.760,0.0,243.0,38.0,1.0
2022-07-06 07:42:09.800,1.0,246.0,36.0,1.0
2022-07-06 07:42:09.840,4.0,255.0,40.0,1.0
2022-07-06 07:42:09.880,1.0,252.0,32.0,1.0
2022-07-06 07:42:09.920,0.0,253.0,31.0,1.0
2022-07-06 07:42:09.960,-2.0,255.0,34.0,1.0
2022-07-06 07:42:10.000,-3.0,253.0,35.0,1.0
2022-07-06 07:42:10.040,-4.0,241.0,32.0,1.0
2022-07-06 07:42:10.080,-3.0,243.0,32.0,1.0
2022-07-06 07:42:10.120,-2.0,240.0,33.0,1.0
2022-07-06 07:42:10.160,-1.0,239.0,35.0,1.0
2022-07-06 07:42:10.200,0.0,239.0,37.0,1.0
2022-07-06 07:42:10.240,-1.0,243.0,38.0,1.0
2022-07-06 07:42:10.280,-1.0,245.0,37.0,1.0
2022-07-06 07:42:10.320,0.0,248.0,35.0,1.0
2022-07-06 07:42:10.360,-1.0,250.0,30.0,1.0
2022-07-06 07:42:10.400,0.0,251.0,32.0,1.0
2022-07-06 07:42:10.440,1.0,256.0,31.0,1.0
2022-07-06 07:42:10.480,1.0,257.0,33.0,1.0
2022-07-06 07:42:10.520,-1.0,258.0,34.0,1.0
2022-07-06 07:42:10.560,-4.0,253.0,38.0,1.0
2022-07-06 07:42:10.600,-5.0,245.0,39.0,1.0
2022-07-06 07:42:10.640,-6.0,238.0,37.0,1.0
2022-07-06 07:42:10.680,-3.0,232.0,33.0,1.0
2022-07-06 07:42:10.720,-3.0,231.0,33.0,1.0
2022-07-06 07:42:10.760,0.0,235.0,32.0,1.0
2022-07-06 07:42:10.800,3.0,240.0,34.0,1.0
2022-07-06 07:42:10.840,5.0,249.0,38.0,1.0
2022-07-06 07:42:10.880,5.0,255.0,39.0,1.0
2022-07-06 07:42:10.920,1.0,257.0,39.0,1.0
2022-07-06 07:42:10.960,-4.0,257.0,35.0,1.0
2022-07-06 07:42:11.000,-5.0,257.0,32.0,1.0
2022-07-06 07:42:11.040,-6.0,254.0,32.0,1.0
2022-07-06 07:42:11.080,-3.0,249.0,33.0,1.0
2022-07-06 07:42:11.120,-1.0,245.0,34.0,1.0
2022-07-06 07:42:11.160,-1.0,242.0,37.0,1.0
2022-07-06 07:42:11.200,0.0,239.0,36.0,1.0
2022-07-06 07:42:11.240,0.0,241.0,36.0,1.0
2022-07-06 07:42:11.280,0.0,242.0,36.0,1.0
2022-07-06 07:42:11.320,0.0,245.0,35.0,1.0
2022-07-06 07:42:11.360,1.0,247.0,36.0,1.0
2022-07-06 07:42:11.400,0.0,248.0,34.0,1.0
2022-07-06 07:42:11.440,0.0,249.0,32.0,1.0
2022-07-06 07:42:11.480,-5.0,248.0,33.0,1.0
2022-07-06 07:42:11.520,-7.0,246.0,31.0,1.0
2022-07-06 07:42:11.560,-3.0,243.0,32.0,1.0
2022-07-06 07:42:11.600,-1.0,246.0,35.0,1.0
2022-07-06 07:42:11.640,3.0,249.0,37.0,1.0
2022-07-06 07:42:11.680,4.0,252.0,38.0,1.0
2022-07-06 07:42:11.720,2.0,253.0,35.0,1.0
2022-07-06 07:42:11.760,-1.0,254.0,35.0,1.0
2022-07-06 07:42:11.800,-7.0,253.0,34.0,1.0
2022-07-06 07:42:11.840,-8.0,249.0,35.0,1.0
2022-07-06 07:42:11.880,-8.0,239.0,32.0,1.0
2022-07-06 07:42:11.920,-3.0,231.0,26.0,1.0
2022-07-06 07:42:11.960,2.0,229.0,25.0,1.0
